,Name,City,Country,Arena,Capactity,Logo URL,Division,City,State,,,,,,,,,,,,,,,,,,,,
players,亚历克斯,珀伊斯瑞斯,SF,24,200,200,11,26,0.5,0.5,0.6,2,0.36,1,0.29,0.3,43,1,41,0.3,23,35,0.2,0.1,71,,,,
players,托尼,布拉德利,C,20,200,200,28,29,0.5,0.5,0.9,2,0.33,1,0.24,0.5,47,1,26,0.3,26,35,0.2,0.1,73,,,,
players,泽维尔,孟福德,SG,26,200,200,16,27,0.7,0.7,0.6,2,0.33,1,0.26,0.3,44,1,31,0.3,24,35,0.3,0.1,69,,,,
players,约翰,霍兰德,SG,29,200,200,-1,27,0.5,0.5,0.6,2,0.33,1.2,0.28,0.3,44,1,35,0.3,24,35,0.3,0.1,70,,,,
players,DJ,威尔森,SF,22,200,200,16,27,0.5,0.5,0.6,2,0.38,1,0.3,0.3,45,1,47,0.3,24,35,0.2,0.1,70,,,,
players,查尔斯,库克,SG,24,200,200,18,26,0.5,0.5,0.6,2,0.33,1,0.27,0.3,44,1,32,0.3,23,35,0.2,0.1,69,,,,
players,雅各伯,威利,SF,23,200,200,2,32,0.5,0.5,0.6,2,0.33,1,0.31,0.4,46,1.8,41,0.4,29,35,0.2,0.1,72,,,,
players,安东尼斯,克利夫兰,SG,24,200,200,6,30,0.5,0.5,0.6,2,0.33,1,0.27,0.3,46,1,31,0.3,26,35,0.5,0.3,71,,,,
players,拉里,德鲁二世,PF,28,200,200,22,25,0.5,0.5,0.6,2,0.33,1,0.26,0.3,42,1,31,0.7,22,35,0.2,0.1,72,,,,
players,科尔,阿尔德里奇,C,29,200,200,17,27,0.5,0.5,0.6,2,0.34,1,0.24,0.3,43,1,27,0.3,24,35,0.2,0.1,72,,,,
players,约什,史密斯,PF,32,200,200,18,26,0.5,0.5,0.6,2,0.33,1,0.26,1,41,1,30,0.3,26,35,0.2,0.1,71,,,,
players,迪米特里厄斯,杰克逊,PG,23,200,200,10,29,0.8,0.5,0.6,2,0.33,1,0.27,0.3,46,1,31,0.4,26,35,0.3,0.1,69,,,,
players,雅各,伯普伦,PG,28,200,200,22,24,0.5,0.5,0.6,2,0.36,1,0.26,0.3,41,1,36,0.3,22,35,0.2,0.1,67,,,,
players,马特,科斯特洛,PF,24,200,200,26,34,0.5,0.5,0.6,2,0.34,1,0.27,0.3,47,2,32,0.3,30,35,0.2,0.7,73,,,,
players,乌杜尼斯,哈斯勒姆,PF,38,200,200,15,25,0.5,0.5,0.6,2,0.35,1,0.28,0.3,38,1,37,0.4,22,35,0.2,0.1,72,,,,
players,范德,布鲁,SG,25,200,200,13,26,0.6,0.5,0.6,2,0.33,1,0.26,0.3,43,1,30,0.6,23,35,0.2,0.1,72,,,,
players,朱利安,斯通,SG,29,200,200,3,29,0.5,0.5,0.6,2,0.36,1,0.31,0.3,43,1,47,0.9,26,35,0.2,0.1,69,,,,
players,内特,沃特斯,SG,27,200,200,28,25,0.5,0.5,0.6,2,0.33,1,0.26,0.3,42,1,31,0.3,23,35,0.2,0.1,69,,,,
players,曼古克,马西杨,PF,25,200,200,3,30,0.5,0.5,0.6,2,0.33,1,0.26,0.3,43,1.7,31,0.3,26,35,0.2,0.1,71,,,,
players,RJ,亨特,SG,24,200,200,-1,27,0.5,0.5,0.6,2,0.33,1,0.26,0.3,44,1,31,1,24,35,0.2,0.1,68,,,,
players,乔治,尼昂,PF,25,200,200,28,28,0.5,0.5,0.6,2,0.33,1,0.26,0.3,44,1,31,0.3,24,35,0.5,0.1,70,,,,
players,尼古拉斯,布鲁西诺,SG,25,200,200,0,27,0.5,0.5,0.6,2,0.33,1,0.26,0.3,42,1,31,0.3,24,35,0.2,0.1,69,,,,
players,布鲁诺,卡波科洛,SF,22,200,200,27,30,0.5,0.5,0.6,2,0.33,1,0.27,0.3,46,1,31,0.5,26,35,0.5,0.1,71,,,,
players,明达格斯,库兹敏斯卡斯,SF,28,200,200,19,24,0.5,0.5,0.6,2,0.33,1,0.26,0.3,41,1,30,0.3,21,35,0.2,0.1,69,,,,
players,泰勒,莱登,SF,22,200,200,7,25,0.5,0.5,0.6,2,0.33,1,0.26,0.3,43,1,31,0.3,22,35,0.2,0.1,69,,,,
players,约什,麦克罗伯茨,PF,31,200,200,6,24,0.5,0.5,0.6,2,0.33,1,0.26,0.3,40,1,30,0.3,21,35,0.2,0.1,70,,,,
players,贾雷尔,埃迪,SG,26,200,200,1,29,0.5,0.5,0.6,2,0.33,1,0.26,0.3,44,1,31,0.3,25,35,0.5,0.1,69,,,,
players,路易斯,蒙特罗,SG,25,200,200,8,27,1,0.5,0.6,2,0.33,1,0.26,0.3,42,1,30,0.3,24,35,0.2,0.1,69,,,,
players,达米安,琼斯,C,23,200,200,9,25,0.5,0.5,0.6,2,0.33,1,0.24,0.3,44,1,26,0.3,22,35,0.2,0.3,72,,,,
players,马库斯,佩吉,PG,24,200,200,3,31,0.5,0.5,0.6,2,0.33,1,0.26,0.3,44,2,31,0.3,27,35,0.2,0.1,68,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// Rookies ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//选秀,//姓,//名,//位置,//年龄,//高度,//宽度,//球队,//防御,//失误,//罚篮出手,//罚中率,//2分出手,//2分中率,//3分出手,//3分中率,//进攻篮板,//名望,//防守篮板,//快攻,//助攻,//个性,//潜力,//抢断,//盖帽,//体力,//特性,//城市,//省份,
// 索引,//仅一个,//全部,//C PF SF SG PG,//19-40,//170-222,//160-290,//0-29,//24-99,//0.3-4,//0.3-9,//0.3-0.9,//2-17,//0.3-0.7,//0.1-9,//0.1-0.5,//0.2-5,//1-100,//1-11,//10-100,//0.2-11,//15-98,//35-85,//0.1-2,//0-3,//32-100,//CG EX HF HH IH PT R SP,//城市,//省份,
Rookies,迈克尔,波特,SF,19,208.3,215,-3,61,2.45,2.83,0.836,11.33,0.505,2.53,0.35,1.67,60,5.75,52,1.86,68,81,0.97,0.48,72,USA,Missouri,Missouri,","
Rookies,马文,巴格列,PF,19,210.9,225,-3,64,2.95,2.41,0.656,12.5,0.478,1.86,0.216,1.97,58.5,5.99,45,1.04,70,74,0.57,1.52,74,USA,North Carolina,Duke,","
Rookies,德安德烈,艾顿,C,19,213.4,243,-3,60,1.8,3.5,0.806,9.5,0.498,1.8,0.235,1.97,57,6.35,37,1.86,60,61,0.75,1.15,57,USA,Arizona,Arizona,","
Rookies,卢卡,东契奇,SG,18,200.7,220,-3,51,2.84,2.83,0.836,8,0.457,2.26,0.35,1.07,54,3.59,62,4.71,91,76,1.02,0.35,71,Slovenia,,Ljubljana,","
Rookies,科林,塞克斯顿,PG,19,188.5,185,-3,51,2.95,4.83,0.856,13.83,0.45,3.73,0.302,1.17,30.5,2.87,91,1.86,58,84,1.1,0.03,83,USA,Alabama,Alabama,","
Rookies,温德尔,卡特,C,19,208.3,260,-3,74,1.81,2.33,0.626,8.83,0.539,0.4,0.188,1.97,51,5.03,38,1.31,43,59,0.38,1.52,71,USA,North Carolina,Duke,","
Rookies,罗伯特,威廉姆斯,C,20,207.8,240,-3,83,1.75,2.17,0.592,7.33,0.512,0.6,0.123,2.02,49.5,5.54,32,1.42,65,73,0.6,2.2,60,USA,Texas,Texas A&M,","
Rookies,凯文,诺克斯,SF,19,205.8,210,-3,54,2,2.83,0.706,10.83,0.471,1.93,0.245,1.42,48,4.91,71,1.77,50,66,0.81,0.67,68,USA,Kentucky,Kentucky,","
Rookies,穆罕默德,班巴,C,19,213.4,215,-3,77,1.7,2.83,0.676,5.83,0.533,0.33,0.197,2.02,55.5,5.27,41,0.67,56,64,0.46,1.81,61,USA,Texas,Texas,","
Rookies,加里,特伦特Jr,SG,19,198.2,215,-3,73,2.49,2.83,0.696,9.16,0.457,3.2,0.297,1.12,32,3.23,61,2.14,95,68,1.37,0.35,77,USA,North Carolina,Duke,","
Rookies,迈尔斯,布里奇斯,SF,19,202.9,230,-3,61,2.47,2.58,0.687,8.03,0.474,4.93,0.359,1.63,42,4.81,72,1.94,49,66,0.57,1.11,71,USA,Michigan,Michigan State,","
Rookies,米切尔,罗宾逊,C,19,216,225,-3,66,1.3,3.08,0.546,11.16,0.553,0.2,0.269,3.57,6.5,6.47,44,1.13,61,83,0.73,2.48,60,USA,Louisiana,Chalmette,","
Rookies,PJ,华盛顿,PF,19,203.2,235,-3,74,1.87,4.16,0.586,9.83,0.519,0.6,0.283,1.87,13.5,5.39,46,2.32,80,65,1.02,1.01,64,USA,Kentucky,Kentucky,","
Rookies,基利安,提利,PF,20,208.3,215,-3,62,1.77,1.66,0.776,7.83,0.485,1.4,0.364,1.57,37.5,5.39,46,1.68,81,80,1.37,0.56,68,USA,Washington,Gonzaga,","
Rookies,布鲁斯,布朗,SG,20,195.6,200,-3,56,1.99,2.66,0.736,5.83,0.471,2.13,0.321,0.97,31,3.11,70,3.15,71,66,1.26,0.24,72,USA,Florida,Miami,","
Rookies,特洛伊,布朗,SG,19,200.7,210,-3,60,2.47,3.75,0.806,9,0.457,2.13,0.24,1.27,19.5,4.19,72,2.96,55,74,1.31,0.13,81,USA,Oregon,Oregon,","
Rookies,米卡尔,布里奇斯,SF,21,200.7,200,-3,76,1.3,1.08,0.876,4.33,0.485,2.06,0.373,1.07,18,2.51,54,1.77,80,77,1.34,0.59,74,USA,Pennsylvania,Villanova,","
Rookies,特雷沃,杜瓦尔,PG,19,188.5,190,-3,53,2.42,2.5,0.626,5.66,0.444,0.8,0.207,0.77,21,1.91,82,4.25,82,64,1.07,0.03,93,USA,North Carolina,Duke,","
Rookies,阿利兹,约翰逊,PF,22,205.8,205,-3,71,2.27,3,0.666,6.5,0.464,2.4,0.359,1.67,25.5,5.87,50,1.77,75,57,0.46,0.16,75,USA,Missouri,Missouri State,","
Rookies,贾瑞德,范德比尔特,SF,19,205.8,215,-3,61,3.72,3,0.376,8.33,0.492,0.93,0.254,1.87,15,6.11,61,3.79,78,56,1.23,0.21,70,USA,Kentucky,Kentucky,","
Rookies,哈米杜,迪亚洛,SG,19,195.6,200,-3,49,2.65,4.08,0.636,9.66,0.471,2,0.221,1.17,22.5,3.35,81,2.05,72,80,1.1,0.24,73,USA,Kentucky,Kentucky,","
Rookies,以赛亚,哈滕斯坦,PF,19,213.1,245,-3,47,1.16,3.75,0.61,9.17,0.459,1.93,0.286,1.25,46.5,6,32,1.65,66,52,0.61,0.93,53,USA,Oregon,Eugene,","
Rookies,托马斯,怀尔德,PG,22,190.5,190,-3,62,1.98,3.34,0.83,8.5,0.459,3.06,0.396,0.95,10,2.76,81,3.67,51,74,1.07,0.27,73,USA,Michigan,Western Michigan,","
Rookies,贾伦,杰克逊Jr,PF,19,208.3,240,-3,56,2.2,2.33,0.716,6.5,0.464,3.46,0.369,1.22,50.5,3.83,47,1.04,96,70,0.97,0.91,73,USA,Michigan,Michigan State,","
Rookies,约什,奥科吉,SG,20,193.1,215,-3,54,2.08,3.33,0.749,9.78,0.452,1.33,0.354,1.61,7.5,2.75,74,1.6,51,72,1.05,0.6,62,USA,Georigia,Georgia Tech,","
Rookies,肯尼奇,威廉姆斯,SF,22,200.7,210,-3,62,1.23,2.08,0.59,5.17,0.486,2.27,0.343,1.95,1,5.76,51,2.66,91,79,1.17,0.51,80,USA,Texas,TCU,","
Rookies,杰伦,亚当斯,PG,22,188.5,190,-3,55,3.42,5.18,0.818,6.16,0.445,4.8,0.353,0.68,5,2.38,80,5.8,51,72,1.6,0.15,92,USA,New York,Saint Bonaventure,","
Rookies,比利,普雷斯顿,PF,19,208.3,240,-3,63,1.81,2.83,0.672,7.32,0.458,1.18,0.288,1.67,4.5,4.25,61,1.42,54,43,0.7,1.1,70,USA,Kansas,Kansas,","
Rookies,拉马尔,彼得斯,PG,20,183,184,-3,60,1.73,1.33,0.746,4.33,0.416,3.46,0.335,0.67,45,1.79,76,3.97,42,58,0.91,0.24,80,USA,Mississippi,Mississippi State,","
Rookies,阿隆佐,特里尔,SG,20,197.8,205,-3,56,1.68,2.82,0.81,7.99,0.46,3.2,0.367,1.07,17,3.1,82,2.74,85,81,0.41,0.1,82,USA,Arizona,Arizona,","
Rookies,德安东尼,梅尔顿,SG,20,190.5,195,-3,80,1.81,1.87,0.895,4.82,0.427,1.39,0.267,1.2,1,2.86,56,3.47,83,62,1.61,0.85,64,USA,California,USC,","
Rookies,雅各布,埃文斯,SF,21,198.2,210,-3,68,1.25,1.83,0.76,5,0.452,3.34,0.376,0.95,1,2.64,62,2.75,76,74,0.96,0.64,65,USA,Ohio,Cincinnati,","
Rookies,杰弗里,卡罗尔,SG,22,198.2,215,-3,51,1.56,2.5,0.8,8.16,0.486,2.67,0.385,1.15,1,3.6,71,1.28,64,67,0.85,0.19,72,USA,Oklahoma,Oklahoma State,","
Rookies,阿隆,霍乐迪,PG,21,185.5,185,-3,59,2.4,2.08,0.79,5.33,0.472,2.47,0.386,0.65,1,2.4,83,4.31,71,78,0.91,0.19,75,USA,California,UCLA,","
Rookies,沙克,米尔顿,SG,21,198.2,205,-3,48,1.62,1.56,0.747,4.71,0.439,3.66,0.4,0.36,1,2.76,71,4.08,83,74,1.12,0.23,91,USA,Texas,SMU,","
Rookies,德文特,格雷厄姆,PG,22,188.5,195,-3,60,1.68,1.33,0.76,4.16,0.425,4.47,0.405,0.65,1,2.16,73,3.94,74,36,1.33,0.24,90,USA,Kansas,Kansas,","
Rookies,伊利亚,斯图尔特,SG,22,195.6,190,-3,80,1.03,0.99,0.7,5.16,0.426,3.74,0.343,1.07,3,2.86,72,1.27,92,57,0.76,0.79,82,USA,California,USC,","
Rookies,艾萨克,邦加,SF,18,205.8,200,-3,51,2.17,1.47,0.85,4.55,0.462,1.55,0.363,0.95,1.5,3.81,66,3.03,96,64,1.13,0.2,72,Germany,,Neuwied,","
Rookies,八村,塁,SF,20,203.2,225,-3,63,1.17,2.83,0.556,5.83,0.471,1.93,0.273,1.12,26.5,3.95,70,0.94,46,67,0.83,0.56,76,USA,Washington,Gonzaga,","
Rookies,梅洛,特里伯,PG,21,192.8,185,-3,52,3,2,0.82,6.66,0.438,3.8,0.295,0.65,1,2.76,71,3.67,76,48,1.07,0.21,81,USA,Maryland,Maryland,","
Rookies,延特,马丁,PF,22,203.2,240,-3,70,2.43,4.25,0.71,9.84,0.489,1.13,0.408,1.57,1,3.87,42,1.54,54,65,0.56,0.89,71,USA,Georgia,Georgia,","
Rookies,基米兹,米杜,PF,21,208.3,225,-3,45,2.03,2.5,0.726,9.33,0.492,0.2,0.235,0.97,20,4.79,31,1.13,70,57,0.62,1.07,65,USA,California,USC,","
Rookies,布莱登,麦考伊,C,19,213.4,255,-3,38,1.86,3.58,0.666,9.66,0.485,0.33,0.283,1.27,16.5,5.27,41,1.13,75,62,0.19,0.67,66,USA,Nevada,UNLV,","
Rookies,邓恩,阿德尔,SF,21,200.7,200,-3,46,1.4,2,0.77,4.84,0.432,2.93,0.315,1.25,12,6,47,2.11,83,53,0.34,0.53,81,USA,Kentucky,Louisville,","
Rookies,亚历克萨,伊里奇,SF,22,203.2,190,-3,61,1.71,1.75,0.716,5.83,0.471,1.93,0.35,0.72,1,2.87,46,1.59,50,55,0.75,0.32,60,Montenegro,,Niksic,","
Rookies,文斯,爱德华,SF,22,203.2,225,-3,61,1.73,1.66,0.816,5.5,0.471,2.13,0.388,0.77,1,3.95,56,3.24,50,66,0.49,0.4,69,USA,Indiana,Purdue,","
Rookies,卡梅隆,奥利弗,PF,21,205.5,235,-3,71,2.37,2.74,0.692,5.38,0.465,3.84,0.355,1.61,19.5,4.77,46,1.73,92,64,0.6,1.75,66,USA,Nevada,Nevada,","
Rookies,VJ,比奇姆,SF,21,205.5,201,-3,43,1.09,1.97,0.836,4.91,0.422,4.47,0.342,0.78,12,3.2,65,0.82,83,42,0.86,1.06,67,USA,Indiana,Notre Dame,","
Rookies,奥斯丁,怀利,C,20,210.9,255,-3,51,1.67,2.33,0.486,7.33,0.505,0.07,0.15,1.72,28.5,4.67,31,0.39,65,55,0.27,1.12,62,USA,Alabama,Auburn,","
Rookies,鲁迪恩,克鲁斯,SF,19,203.2,220,-3,44,2.03,1.75,0.716,5.16,0.457,1.53,0.269,1.37,21,3.83,62,1.5,43,54,0.89,0.11,53,Latvia,,Cesis,","
Rookies,格雷森,艾伦,SG,22,195.6,210,-3,58,2.24,3.08,0.816,4,0.423,4.46,0.364,0.87,16,2.63,70,3.33,32,55,0.73,0.08,78,USA,North Carolina,Duke,","
Rookies,JP,马库拉,SG,22,195.6,205,-3,61,2,2.33,0.79,6.84,0.432,3.33,0.319,0.8,1,2.52,70,2.94,75,58,1.06,0.16,77,USA,Ohio,Xavier,","
Rookies,奥布里,道金斯,SF,21,198.2,205,-3,58,1.04,0.83,0.796,4.5,0.505,2.86,0.412,0.97,13.5,2.63,69,1.04,75,57,0.7,0.19,75,USA,Florida,Central Florida,","
Rookies,奥米尔,尤尔特七世,C,20,213.4,250,-3,50,1.78,2.83,0.706,5.33,0.457,0.13,0.273,1.07,18,3.47,44,1.4,50,47,0.3,0.69,60,USA,North Carolina,NC State,","
Rookies,博里萨,西曼奇,PF,19,210.9,205,-3,61,0.99,0.99,0.655,4.56,0.428,2.26,0.317,1.24,1,3.51,41,1.69,47,50,0.33,0.93,64,Serbia,,Ljubovija,","
Rookies,约纳森,威廉姆斯,PF,22,203.2,225,-3,79,1.4,1.59,0.567,6.23,0.533,0.68,0.339,0.93,1,3.94,47,0.87,97,46,0.73,0.76,62,USA,Washington,Gonzaga,","
Rookies,阿尔法,卡巴,PF,21,210.5,235,-3,58,1.31,2.09,0.68,6.33,0.534,0.8,0.252,1.3,5,4.2,34,1.28,64,49,0.64,0.83,67,France,,Blois,","
Rookies,迈克尔,弗西克,C,21,220.7,220,-3,70,1.41,2.25,0.63,5.33,0.582,0.2,0.167,1.15,2,5.16,28,1.93,71,43,0.24,1.39,56,Slovak Republic,,Slovak Republic,","
Rookies,乔纳,博尔登,PF,21,208,195,-3,49,2,2.33,0.6,4.5,0.493,2.94,0.395,1.8,4,5.28,71,2.02,91,72,0.96,0.35,76,Australia,Victoria,Melbourne,","
Rookies,罗尔,阿尔金斯,SG,20,193.1,225,-3,58,1.82,1.58,0.73,5.17,0.439,2.26,0.343,0.95,10.5,3,74,2.11,88,47,0.8,0.48,67,USA,Arizona,Arizona,","
Rookies,莫里兹,瓦格纳,PF,21,210.9,235,-3,46,1.44,1.69,0.717,5.39,0.514,2.16,0.358,1.1,9,3.15,35,0.58,74,58,0.81,0.38,56,USA,Michigan,Michigan,","
Rookies,阿诺达斯,库博卡,SF,19,205.8,205,-3,45,1.63,1.97,0.736,4.24,0.443,3.14,0.342,1.13,1,2.84,58,1.55,51,39,0.7,0.5,54,Lithuania,,Marijampoles,","
Rookies,拉格雷德,维克,SG,21,195.6,180,-3,51,1.05,0.78,0.834,5.27,0.437,1.76,0.341,0.78,6,2.71,78,0.88,62,44,0.54,0.37,84,USA,Kansas,Kansas,","
Rookies,肯德尔,斯蒂芬森,SF,22,200.7,235,-3,47,1.03,0.66,0.74,2,0.411,6,0.324,0.4,5,1.92,73,1.65,88,42,0.56,0.21,61,USA,Nevada,Nevada,","
Rookies,拉,扎格拉克,SF,21,204.1,205,-3,49.7,2.84,2.83,0.856,5.83,0.471,1.93,0.283,0.77,3,4.19,54,2.78,50,43.2,1.42,0.4,63,Serbia,,Belgrade,","
Rookies,伊安,泰勒,PG,22,190.2,168,-3,31.7,1.8,4.08,0.807,8.17,0.439,1.2,0.282,0.28,5,1.91,60,4.18,44,46.6,0.86,0.12,75,USA,Texas,Texas,","
Rookies,朱勒,杰克逊,SF,21,204.1,201,-3,40,1.07,1.17,0.66,7.67,0.468,2,0.279,0.62,2,2.67,47,2.73,54,36.8,0.59,0.33,64,USA,North Carolina,North Carolina,","
Rookies,斯维亚托斯拉夫,米哈伊柳克,SG,22,203.2,205,-3,73,1.14,0.92,0.7,3.67,0.452,3.33,0.367,0.7,3,2.04,54,1.38,62,38,0.77,0.24,63,USA,Kansas,Kansas,","
Rookies,托马斯,威尔士,C,22,216,255,-3,51,0.42,1.66,0.836,6.16,0.485,0.13,0.288,1.57,1,4.79,30,1.13,100,58,0.33,0.69,62,USA,California,UCLA,","
Rookies,尼克,理查德斯,C,19,210.9,231,-3,65,1.6,2.5,0.626,7.66,0.505,0.07,0.283,1.52,28.5,5.51,34,0.58,62,69,0.59,1.52,61,USA,Kentucky,Kentucky,","
Rookies,纳吉尔,海耶斯,PF,21,204.2,235,-3,41,2.34,3.58,0.74,7.67,0.396,2.53,0.272,0.48,4,3.88,52,2.79,47,8,0.93,0.29,60,USA,Utah,Weber St,","
Rookies,弗拉特科,卡特,C,20,205.5,210,-3,38,1.27,2.08,0.86,4.67,0.466,2.33,0.367,0.7,2,2.28,34,1.47,75,24,1.01,0.4,58,Slovenia,,Koper,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// Coaches ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Team ID,First,Last,Age,Position,Authority,Expectation,Personality,ShotSelection,BallMovement,Rebounding,Defence,Structure,DevShot,DevBallMovement,DevRebounding,DevDefence,DevFitness,FindTalent,FindPotential,Persuasion,Dedication,Desire,Potential,,,,,
Coaches,0,迈克,布登霍尔泽,50,HC,68,57,76,61,76,72,77,57,60,68,55,62,41,23,34,67,100,84,75,,,,,
Coaches,1,达尔文,汉姆,38,HC,78,69,50,64,81,65,63,82,62,76,75,64,57,43,30,78,87,90,83,,,,,
Coaches,2,布拉德,斯蒂文斯,42,HC,45,38,72,54,68,54,56,50,53,85,54,66,50,45,67,63,76,89,86,,,,,
Coaches,3,沃尔特,迈卡蒂,49,HC,61,61,72,52,74,75,52,100,53,61,80,85,49,55,54,73,80,12,71,,,,,
Coaches,4,肯,阿特金森,43,HC,66,61,70,54,72,79,69,79,55,80,66,80,56,45,37,80,95,38,64,,,,,
Coaches,5,雅克,沃恩,49,HC,76,71,70,80,73,54,54,78,58,61,52,74,71,68,67,68,73,32,77,,,,,
Coaches,6,斯蒂夫,克利福德,50,HC,68,50,75,50,67,70,63,96,70,60,65,70,60,30,35,80,85,99,72,,,,,
Coaches,7,帕特里克,欧文,47,HC,65,62,75,79,81,65,50,65,50,65,40,80,75,65,45,80,70,32,75,,,,,
Coaches,8,弗雷德,霍伊博格,59,HC,73,56,70,59,68,65,52,96,53,85,60,80,48,46,70,65,75,98,60,,,,,
Coaches,9,吉姆,博伊伦,45,HC,87,98,81,88,84,65,81,67,94,91,54,66,79,63,39,75,79,88,88,,,,,
Coaches,10,泰伦,卢,66,HC,80,79,65,72,81,65,77,64,63,73,54,36,85,61,65,76,88,47,62,,,,,
Coaches,11,拉里,德鲁,51,HC,67,59,70,75,72,67,77,77,54,75,58,80,58,51,52,74,82,37,60,,,,,
Coaches,12,里克,卡莱尔,54,HC,85,74,85,85,72,89,64,85,65,69,73,74,56,44,51,82,90,86,66,,,,,
Coaches,13,达雷尔,阿姆斯特朗,59,HC,51,37,75,60,67,61,77,63,68,66,64,80,59,32,22,81,78,32,65,,,,,
Coaches,14,迈克,马龙,43,HC,68,62,65,45,68,65,73,86,63,73,54,36,85,61,65,76,88,47,61,,,,,
Coaches,15,莱恩,鲍文,46,HC,81,64,80,65,68,84,56,81,62,64,60,71,74,34,49,85,79,35,70,,,,,
Coaches,16,斯坦,范甘迪,42,HC,84,59,92,84,92,65,66,81,73,91,54,66,50,45,67,63,76,89,84,,,,,
Coaches,17,蒂姆,哈达威,44,HC,79,56,70,77,76,79,74,75,55,80,66,80,56,45,37,80,95,38,68,,,,,
Coaches,18,斯蒂夫,科尔,44,HC,59,53,85,60,73,84,69,86,73,72,67,79,65,48,43,87,83,77,76,,,,,
Coaches,19,迈克,布朗,54,HC,56,48,65,57,70,65,54,76,63,73,54,36,85,61,65,76,88,47,64,,,,,
Coaches,20,迈克,德安东尼,53,HC,72,63,75,62,67,84,72,65,77,73,67,72,58,32,34,76,90,54,67,,,,,
Coaches,21,约翰,卢卡斯,43,HC,54,38,75,50,71,78,54,82,67,69,79,84,65,36,51,86,80,100,73,,,,,
Coaches,22,内特,麦克米兰,54,HC,59,41,75,51,76,66,81,48,75,73,66,79,49,66,36,85,95,53,76,,,,,
Coaches,23,普奥珀耶,琼斯,62,HC,42,42,65,64,63,47,77,61,62,61,53,58,57,72,69,71,80,47,56,,,,,
Coaches,24,道格,里弗斯,50,HC,66,58,80,69,68,71,52,78,75,73,65,62,52,32,36,73,80,58,70,,,,,
Coaches,25,塞姆,卡塞尔,45,HC,57,47,70,71,72,78,65,69,64,62,75,82,72,34,46,76,74,29,73,,,,,
Coaches,26,卢克,沃顿,66,HC,92,84,41,79,96,81,74,96,70,57,63,66,36,63,30,89,94,87,45,,,,,
Coaches,27,布雷恩,肖,52,HC,76,74,75,74,59,74,80,88,68,66,64,80,59,32,22,81,78,32,65,,,,,
Coaches,28,大卫,菲兹戴尔,52,HC,76,73,70,90,88,67,90,79,67,69,76,81,74,67,50,74,83,99,70,,,,,
Coaches,29,JB,比克斯塔夫,50,HC,74,66,75,85,76,63,84,73,73,66,62,59,67,53,39,74,77,43,86,,,,,
Coaches,0,埃里克,斯波尔斯特拉,41,AC,55,71,65,56,60,65,74,55,62,51,60,61,90,63,59,68,79,12,75,,,,,
Coaches,1,贾旺,霍华德,40,AC,60,68,70,57,55,68,68,60,60,51,66,77,69,66,62,67,68,4,70,,,,,
Coaches,2,贾森,基德,57,AC,65,60,70,67,68,63,69,60,67,62,60,63,52,59,57,68,73,64,60,,,,,
Coaches,3,格雷格,福斯特,47,AC,70,61,85,53,57,86,80,65,62,57,76,83,70,50,60,69,84,36,75,,,,,
Coaches,4,汤姆,锡伯杜,52,AC,55,70,55,52,54,63,70,63,62,62,60,66,98,61,60,64,63,74,90,,,,,
Coaches,5,里克,布伦森,62,AC,65,80,55,68,73,60,64,75,53,73,56,63,67,53,59,58,89,38,55,,,,,
Coaches,6,阿尔文,金特里,47,AC,55,57,65,59,64,48,54,55,52,71,46,55,76,79,53,59,58,53,65,,,,,
Coaches,7,罗伯特,佩克,48,AC,55,57,65,59,64,48,54,55,52,71,46,55,76,79,53,59,58,53,65,,,,,
Coaches,8,蒂姆,霍纳塞克,42,AC,70,52,80,79,82,62,64,53,81,90,57,67,81,53,67,67,79,48,75,,,,,
Coaches,9,莱恩,兰比斯,42,AC,65,56,65,57,59,51,85,62,48,54,55,82,73,66,54,76,73,38,72,,,,,
Coaches,10,卡尔,多诺万,47,AC,50,56,55,53,62,55,56,46,52,62,48,62,61,53,66,62,58,66,69,,,,,
Coaches,11,波派,奇克斯,47,AC,55,64,70,51,44,51,46,89,67,60,53,51,80,74,80,56,72,70,60,,,,,
Coaches,12,山姆,沃格尔,44,AC,70,68,75,70,84,53,57,59,70,74,51,62,54,50,54,65,65,58,80,,,,,
Coaches,13,詹姆斯,阿德尔曼,67,AC,80,70,55,72,78,53,53,50,71,72,52,54,68,61,58,53,63,35,55,,,,,
Coaches,14,乔纳森,布朗,67,AC,80,70,55,72,78,53,53,50,71,72,52,54,68,61,58,53,63,35,55,,,,,
Coaches,15,朱旺,奥布莱恩,42,AC,60,61,70,53,54,64,54,58,62,67,65,68,73,63,67,75,84,28,90,,,,,
Coaches,16,格雷,沃特森,43,AC,60,64,80,54,78,54,68,54,58,78,52,66,70,72,70,69,79,25,77,,,,,
Coaches,17,大卫,特里亚诺,52,AC,70,69,70,58,68,53,62,67,73,80,57,64,67,58,67,65,78,69,75,,,,,
Coaches,18,罗伯特,斯托茨,47,AC,60,70,75,54,58,49,53,59,77,83,48,69,71,65,62,69,78,67,88,,,,,
Coaches,19,吉米,莫兰,60,AC,60,55,65,54,49,64,58,54,64,52,72,71,68,62,68,62,79,73,64,,,,,
